date,business_owner,revenue,expense_category,expense_amount,total_expenses,profit,business_trend_%,index
2023-03,Lawrence Taylor,20634.83,Salaries,3648.62,16694.02,3940.82,-47.62,305
2023-03,Lawrence Taylor,20634.83,Rent,2308.47,16694.02,3940.82,-47.62,306
2023-03,Lawrence Taylor,20634.83,Utilities,2827.59,16694.02,3940.82,-47.62,307
2023-03,Lawrence Taylor,20634.83,Supplies,575.83,16694.02,3940.82,-47.62,308
2023-03,Lawrence Taylor,20634.83,Travel,339.47,16694.02,3940.82,-47.62,309
2023-03,Lawrence Taylor,20634.83,Maintenance,2413.55,16694.02,3940.82,-47.62,310
2023-03,Lawrence Taylor,20634.83,Miscellaneous,2857.51,16694.02,3940.82,-47.62,311
2023-04,Lawrence Taylor,99145.46,Marketing,3222.68,71760.03,27385.43,594.92,312
2023-04,Lawrence Taylor,99145.46,Salaries,10376.12,71760.03,27385.43,594.92,313
2023-04,Lawrence Taylor,99145.46,Rent,2886.65,71760.03,27385.43,594.92,314
2023-04,Lawrence Taylor,99145.46,Utilities,18495.66,71760.03,27385.43,594.92,315
2023-04,Lawrence Taylor,99145.46,Supplies,13540.89,71760.03,27385.43,594.92,316
2023-04,Lawrence Taylor,99145.46,Travel,3881.5,71760.03,27385.43,594.92,317
2023-04,Lawrence Taylor,99145.46,Maintenance,9626.84,71760.03,27385.43,594.92,318
2023-04,Lawrence Taylor,99145.46,Miscellaneous,9729.69,71760.03,27385.43,594.92,319
2023-05,Lawrence Taylor,19281.15,Marketing,1466.39,16789.37,2491.78,-90.9,320
2023-05,Lawrence Taylor,19281.15,Salaries,3649.43,16789.37,2491.78,-90.9,321
2023-05,Lawrence Taylor,19281.15,Rent,803.8,16789.37,2491.78,-90.9,322
2023-05,Lawrence Taylor,19281.15,Utilities,4706.87,16789.37,2491.78,-90.9,323
2023-05,Lawrence Taylor,19281.15,Supplies,1027.29,16789.37,2491.78,-90.9,324
2023-05,Lawrence Taylor,19281.15,Travel,22.71,16789.37,2491.78,-90.9,325
2023-05,Lawrence Taylor,19281.15,Maintenance,4913.41,16789.37,2491.78,-90.9,326
2023-05,Lawrence Taylor,19281.15,Miscellaneous,199.47,16789.37,2491.78,-90.9,327
2023-06,Lawrence Taylor,38738.23,Marketing,11837.27,34284.05,4454.18,78.75,328
2023-06,Lawrence Taylor,38738.23,Salaries,3352.89,34284.05,4454.18,78.75,329
2023-06,Lawrence Taylor,38738.23,Rent,3932.3,34284.05,4454.18,78.75,330
2023-06,Lawrence Taylor,38738.23,Utilities,2341.58,34284.05,4454.18,78.75,331
2023-06,Lawrence Taylor,38738.23,Supplies,1365.65,34284.05,4454.18,78.75,332
2023-06,Lawrence Taylor,38738.23,Travel,1568.18,34284.05,4454.18,78.75,333
2023-06,Lawrence Taylor,38738.23,Maintenance,4393.1,34284.05,4454.18,78.75,334
2023-06,Lawrence Taylor,38738.23,Miscellaneous,5493.08,34284.05,4454.18,78.75,335
2023-07,Lawrence Taylor,81242.11,Marketing,1310.89,67990.34,13251.77,197.51,336
2023-07,Lawrence Taylor,81242.11,Salaries,9348.78,67990.34,13251.77,197.51,337
2023-07,Lawrence Taylor,81242.11,Rent,812.57,67990.34,13251.77,197.51,338
2023-07,Lawrence Taylor,81242.11,Utilities,10930.72,67990.34,13251.77,197.51,339
2023-07,Lawrence Taylor,81242.11,Supplies,7985.03,67990.34,13251.77,197.51,340
2023-07,Lawrence Taylor,81242.11,Travel,29971.76,67990.34,13251.77,197.51,341
2023-07,Lawrence Taylor,81242.11,Maintenance,5924.01,67990.34,13251.77,197.51,342
2023-07,Lawrence Taylor,81242.11,Miscellaneous,1706.59,67990.34,13251.77,197.51,343
2023-08,Lawrence Taylor,22869.25,Marketing,3332.02,18946.1,3923.15,-70.4,344
2023-08,Lawrence Taylor,22869.25,Salaries,368.91,18946.1,3923.15,-70.4,345
2023-08,Lawrence Taylor,22869.25,Rent,304.01,18946.1,3923.15,-70.4,346
2023-08,Lawrence Taylor,22869.25,Utilities,4177.39,18946.1,3923.15,-70.4,347
2023-08,Lawrence Taylor,22869.25,Supplies,261.42,18946.1,3923.15,-70.4,348
2023-08,Lawrence Taylor,22869.25,Travel,5969.79,18946.1,3923.15,-70.4,349
2023-08,Lawrence Taylor,22869.25,Maintenance,4238.96,18946.1,3923.15,-70.4,350
2023-08,Lawrence Taylor,22869.25,Miscellaneous,293.61,18946.1,3923.15,-70.4,351
2023-09,Lawrence Taylor,17635.39,Marketing,629.01,15801.17,1834.22,-53.25,352
2023-09,Lawrence Taylor,17635.39,Salaries,621.25,15801.17,1834.22,-53.25,353
2023-09,Lawrence Taylor,17635.39,Rent,2248.02,15801.17,1834.22,-53.25,354
2023-09,Lawrence Taylor,17635.39,Utilities,3947.32,15801.17,1834.22,-53.25,355
2023-09,Lawrence Taylor,17635.39,Supplies,5727.15,15801.17,1834.22,-53.25,356
2023-09,Lawrence Taylor,17635.39,Travel,1878.16,15801.17,1834.22,-53.25,357
2023-09,Lawrence Taylor,17635.39,Maintenance,633.28,15801.17,1834.22,-53.25,358
2023-09,Lawrence Taylor,17635.39,Miscellaneous,116.98,15801.17,1834.22,-53.25,359
2023-10,Lawrence Taylor,79943.22,Marketing,7452.74,61358.12,18585.1,913.24,360
2023-10,Lawrence Taylor,79943.22,Salaries,31972.44,61358.12,18585.1,913.24,361
2023-10,Lawrence Taylor,79943.22,Rent,1591.44,61358.12,18585.1,913.24,362
2023-10,Lawrence Taylor,79943.22,Utilities,9160.17,61358.12,18585.1,913.24,363
2023-10,Lawrence Taylor,79943.22,Supplies,154.16,61358.12,18585.1,913.24,364
2023-10,Lawrence Taylor,79943.22,Travel,8537.11,61358.12,18585.1,913.24,365
2023-10,Lawrence Taylor,79943.22,Maintenance,782.36,61358.12,18585.1,913.24,366
2023-10,Lawrence Taylor,79943.22,Miscellaneous,1707.69,61358.12,18585.1,913.24,367
2023-11,Lawrence Taylor,20577.36,Marketing,1881.62,16354.13,4223.23,-77.28,368
2023-11,Lawrence Taylor,20577.36,Salaries,1202.0,16354.13,4223.23,-77.28,369
2023-11,Lawrence Taylor,20577.36,Rent,4495.68,16354.13,4223.23,-77.28,370
2023-11,Lawrence Taylor,20577.36,Utilities,644.96,16354.13,4223.23,-77.28,371
2023-11,Lawrence Taylor,20577.36,Supplies,461.92,16354.13,4223.23,-77.28,372
2023-11,Lawrence Taylor,20577.36,Travel,2786.19,16354.13,4223.23,-77.28,373
2023-11,Lawrence Taylor,20577.36,Maintenance,347.44,16354.13,4223.23,-77.28,374
2023-11,Lawrence Taylor,20577.36,Miscellaneous,4534.32,16354.13,4223.23,-77.28,375
2023-12,Lawrence Taylor,11093.9,Marketing,33.35,9884.26,1209.64,-71.36,376
2023-12,Lawrence Taylor,11093.9,Salaries,1676.32,9884.26,1209.64,-71.36,377
2023-12,Lawrence Taylor,11093.9,Rent,567.01,9884.26,1209.64,-71.36,378
2023-12,Lawrence Taylor,11093.9,Utilities,3746.74,9884.26,1209.64,-71.36,379
2023-12,Lawrence Taylor,11093.9,Supplies,57.95,9884.26,1209.64,-71.36,380
2023-12,Lawrence Taylor,11093.9,Travel,610.07,9884.26,1209.64,-71.36,381
2023-12,Lawrence Taylor,11093.9,Maintenance,2633.14,9884.26,1209.64,-71.36,382
2023-12,Lawrence Taylor,11093.9,Miscellaneous,559.68,9884.26,1209.64,-71.36,383
2023-01,Sarah Lee,66645.88,Marketing,3148.57,53898.16,12747.72,0.0,384
2023-01,Sarah Lee,66645.88,Salaries,5130.53,53898.16,12747.72,0.0,385
2023-01,Sarah Lee,66645.88,Rent,4559.92,53898.16,12747.72,0.0,386
2023-01,Sarah Lee,66645.88,Utilities,12021.42,53898.16,12747.72,0.0,387
2023-01,Sarah Lee,66645.88,Supplies,241.61,53898.16,12747.72,0.0,388
2023-01,Sarah Lee,66645.88,Travel,1713.39,53898.16,12747.72,0.0,389
2023-01,Sarah Lee,66645.88,Maintenance,15604.44,53898.16,12747.72,0.0,390
2023-01,Sarah Lee,66645.88,Miscellaneous,11478.29,53898.16,12747.72,0.0,391
2023-02,Sarah Lee,51009.11,Marketing,1240.76,40095.19,10913.92,-14.39,392
2023-02,Sarah Lee,51009.11,Salaries,795.94,40095.19,10913.92,-14.39,393
2023-02,Sarah Lee,51009.11,Rent,2379.59,40095.19,10913.92,-14.39,394
2023-02,Sarah Lee,51009.11,Utilities,1665.0,40095.19,10913.92,-14.39,395
2023-02,Sarah Lee,51009.11,Supplies,3346.56,40095.19,10913.92,-14.39,396
2023-02,Sarah Lee,51009.11,Travel,309.06,40095.19,10913.92,-14.39,397
2023-02,Sarah Lee,51009.11,Maintenance,13997.27,40095.19,10913.92,-14.39,398
2023-02,Sarah Lee,51009.11,Miscellaneous,16361.0,40095.19,10913.92,-14.39,399
2023-03,Sarah Lee,72834.55,Marketing,1737.04,55414.63,17419.92,59.61,400
2023-03,Sarah Lee,72834.55,Salaries,7883.29,55414.63,17419.92,59.61,401
2023-03,Sarah Lee,72834.55,Rent,5413.7,55414.63,17419.92,59.61,402
2023-03,Sarah Lee,72834.55,Utilities,832.33,55414.63,17419.92,59.61,403
2023-03,Sarah Lee,72834.55,Supplies,11341.6,55414.63,17419.92,59.61,404
2023-03,Sarah Lee,72834.55,Travel,8108.82,55414.63,17419.92,59.61,405
2023-03,Sarah Lee,72834.55,Maintenance,14030.97,55414.63,17419.92,59.61,406
2023-03,Sarah Lee,72834.55,Miscellaneous,6066.88,55414.63,17419.92,59.61,407
2023-04,Sarah Lee,65207.37,Marketing,11155.32,47306.18,17901.19,2.76,408
2023-04,Sarah Lee,65207.37,Salaries,8309.16,47306.18,17901.19,2.76,409
2023-04,Sarah Lee,65207.37,Rent,191.25,47306.18,17901.19,2.76,410
2023-04,Sarah Lee,65207.37,Utilities,110.44,47306.18,17901.19,2.76,411
2023-04,Sarah Lee,65207.37,Supplies,1952.26,47306.18,17901.19,2.76,412
2023-04,Sarah Lee,65207.37,Travel,6876.03,47306.18,17901.19,2.76,413
2023-04,Sarah Lee,65207.37,Maintenance,18037.99,47306.18,17901.19,2.76,414
2023-04,Sarah Lee,65207.37,Miscellaneous,673.73,47306.18,17901.19,2.76,415
2023-05,Sarah Lee,63471.76,Marketing,14820.38,45335.8,18135.96,1.31,416
2023-05,Sarah Lee,63471.76,Salaries,7808.05,45335.8,18135.96,1.31,417
2023-05,Sarah Lee,63471.76,Rent,7707.71,45335.8,18135.96,1.31,418
2023-05,Sarah Lee,63471.76,Utilities,2675.06,45335.8,18135.96,1.31,419
2023-05,Sarah Lee,63471.76,Supplies,2266.54,45335.8,18135.96,1.31,420
2023-05,Sarah Lee,63471.76,Travel,1350.99,45335.8,18135.96,1.31,421
2023-05,Sarah Lee,63471.76,Maintenance,245.45,45335.8,18135.96,1.31,422
2023-05,Sarah Lee,63471.76,Miscellaneous,8461.63,45335.8,18135.96,1.31,423
2023-06,Sarah Lee,83161.09,Marketing,30921.55,74837.94,8323.15,-54.11,424
2023-06,Sarah Lee,83161.09,Salaries,4401.61,74837.94,8323.15,-54.11,425
2023-06,Sarah Lee,83161.09,Rent,7956.07,74837.94,8323.15,-54.11,426
2023-06,Sarah Lee,83161.09,Utilities,15725.39,74837.94,8323.15,-54.11,427
2023-06,Sarah Lee,83161.09,Supplies,10288.08,74837.94,8323.15,-54.11,428
2023-06,Sarah Lee,83161.09,Travel,1542.87,74837.94,8323.15,-54.11,429
2023-06,Sarah Lee,83161.09,Maintenance,3251.46,74837.94,8323.15,-54.11,430
2023-06,Sarah Lee,83161.09,Miscellaneous,750.91,74837.94,8323.15,-54.11,431
2023-07,Sarah Lee,95864.59,Marketing,3124.29,74951.96,20912.63,151.26,432
2023-07,Sarah Lee,95864.59,Salaries,13404.75,74951.96,20912.63,151.26,433
2023-07,Sarah Lee,95864.59,Rent,11585.57,74951.96,20912.63,151.26,434
2023-07,Sarah Lee,95864.59,Utilities,5336.49,74951.96,20912.63,151.26,435
2023-07,Sarah Lee,95864.59,Supplies,1450.67,74951.96,20912.63,151.26,436
2023-07,Sarah Lee,95864.59,Travel,13400.07,74951.96,20912.63,151.26,437
2023-07,Sarah Lee,95864.59,Maintenance,8840.91,74951.96,20912.63,151.26,438
2023-07,Sarah Lee,95864.59,Miscellaneous,17809.22,74951.96,20912.63,151.26,439
2023-08,Sarah Lee,56814.72,Marketing,5752.64,48613.76,8200.95,-60.78,440
2023-08,Sarah Lee,56814.72,Salaries,5898.55,48613.76,8200.95,-60.78,441
2023-08,Sarah Lee,56814.72,Rent,14996.98,48613.76,8200.95,-60.78,442
2023-08,Sarah Lee,56814.72,Utilities,3702.36,48613.76,8200.95,-60.78,443
2023-08,Sarah Lee,56814.72,Supplies,1031.12,48613.76,8200.95,-60.78,444
2023-08,Sarah Lee,56814.72,Travel,209.29,48613.76,8200.95,-60.78,445
2023-08,Sarah Lee,56814.72,Maintenance,10083.16,48613.76,8200.95,-60.78,446
2023-08,Sarah Lee,56814.72,Miscellaneous,6939.67,48613.76,8200.95,-60.78,447
2023-09,Sarah Lee,73367.18,Marketing,1339.6,48707.68,24659.5,200.69,448
2023-09,Sarah Lee,73367.18,Salaries,133.87,48707.68,24659.5,200.69,449
2023-09,Sarah Lee,73367.18,Rent,3944.33,48707.68,24659.5,200.69,450
2023-09,Sarah Lee,73367.18,Utilities,8144.7,48707.68,24659.5,200.69,451
2023-09,Sarah Lee,73367.18,Supplies,4550.06,48707.68,24659.5,200.69,452
2023-09,Sarah Lee,73367.18,Travel,5256.7,48707.68,24659.5,200.69,453
2023-09,Sarah Lee,73367.18,Maintenance,21426.84,48707.68,24659.5,200.69,454
2023-09,Sarah Lee,73367.18,Miscellaneous,3911.58,48707.68,24659.5,200.69,455
2023-10,Sarah Lee,56259.05,Marketing,2327.68,46981.71,9277.35,-62.38,456
2023-10,Sarah Lee,56259.05,Salaries,4484.53,46981.71,9277.35,-62.38,457
2023-10,Sarah Lee,56259.05,Rent,9139.39,46981.71,9277.35,-62.38,458
2023-10,Sarah Lee,56259.05,Utilities,13761.98,46981.71,9277.35,-62.38,459
2023-10,Sarah Lee,56259.05,Supplies,733.14,46981.71,9277.35,-62.38,460
2023-10,Sarah Lee,56259.05,Travel,12035.96,46981.71,9277.35,-62.38,461
2023-10,Sarah Lee,56259.05,Maintenance,3122.3,46981.71,9277.35,-62.38,462
2023-10,Sarah Lee,56259.05,Miscellaneous,1376.73,46981.71,9277.35,-62.38,463
2023-11,Sarah Lee,51322.22,Marketing,10832.4,45882.56,5439.65,-41.37,464
2023-11,Sarah Lee,51322.22,Salaries,6364.07,45882.56,5439.65,-41.37,465
2023-11,Sarah Lee,51322.22,Rent,16021.08,45882.56,5439.65,-41.37,466
2023-11,Sarah Lee,51322.22,Utilities,4384.56,45882.56,5439.65,-41.37,467
2023-11,Sarah Lee,51322.22,Supplies,1259.6,45882.56,5439.65,-41.37,468
2023-11,Sarah Lee,51322.22,Travel,2202.83,45882.56,5439.65,-41.37,469
2023-11,Sarah Lee,51322.22,Maintenance,2187.56,45882.56,5439.65,-41.37,470
2023-11,Sarah Lee,51322.22,Miscellaneous,2630.46,45882.56,5439.65,-41.37,471
2023-12,Sarah Lee,22494.45,Marketing,703.71,17821.5,4672.94,-14.09,472
2023-12,Sarah Lee,22494.45,Salaries,1486.8,17821.5,4672.94,-14.09,473
2023-12,Sarah Lee,22494.45,Rent,7960.79,17821.5,4672.94,-14.09,474
2023-12,Sarah Lee,22494.45,Utilities,2251.84,17821.5,4672.94,-14.09,475
2023-12,Sarah Lee,22494.45,Supplies,3860.52,17821.5,4672.94,-14.09,476
2023-12,Sarah Lee,22494.45,Travel,662.98,17821.5,4672.94,-14.09,477
2023-12,Sarah Lee,22494.45,Maintenance,748.59,17821.5,4672.94,-14.09,478
2023-12,Sarah Lee,22494.45,Miscellaneous,146.27,17821.5,4672.94,-14.09,479
